	symbol	baseMean	FoldChange	log2FoldChange	lfcSE	stat	pvalue	padj	description					
ENSRNOG00000000062	Pcgf3	294.007.623.644.772	101.594.277.795.641	0.0228191459256613	0.0606303333623447	0.376365173341327	0.706645433488113	0.89139232730872	polycomb group ring finger 3					
ENSRNOG00000000064	Atp5me	173.882.726.235.056	0.971011721807625	-0.0424393832885607	0.114005840790887	-0.372256219454619	0.709702091790067	0.89275909419976	ATP synthase membrane subunit e					
ENSRNOG00000000065	Pde6b	476.227.497.025.468	100.546.382.629.257	0.00786117854322528	0.863671928926625	0.00910204243061968	0.992737721149524	NA	phosphodiesterase 6B					
ENSRNOG00000000066	Fbxo28	163.731.006.783.664	109.375.159.399.712	0.129285119482164	0.0954345910339437	135.469.873.220.477	0.175513561983755	0.516997050774951	F-box protein 28					
ENSRNOG00000000068	Ppp2r5a	221.966.798.877.428	0.929265521849796	-0.105837213754912	0.0643504224354416	-164.470.114.957.041	0.100031455648976	0.409544884805157	protein phosphatase 2	 regulatory subunit B'	 alpha			
ENSRNOG00000000070	Dr1	233.978.457.613.802	101.605.456.936.139	0.0229778871818615	0.0712151971030267	0.322654266456911	0.746957091151368	0.910228758323575	down-regulator of transcription 1					
ENSRNOG00000000073	Tmed5	225.764.319.461.471	0.781881724148072	-0.354977708442333	0.134389492524406	-264.140.969.486.781	0.0082561813844956	0.13574411064047	transmembrane p24 trafficking protein 5					
ENSRNOG00000000075	Mtf2	157.834.831.592.236	102.033.250.078.122	0.0290393669605069	0.0644099608403549	0.450852113269922	0.652096138817261	0.866254904925188	metal response element binding transcription factor 2					
ENSRNOG00000000081	Antxr2	245.170.478.644.164	0.889867494236321	-0.168337567392809	0.203589408360175	-0.826848354974336	0.408323018662468	0.72251549719714	ANTXR cell adhesion molecule 2					
ENSRNOG00000000082	Hltf	208.385.860.211.676	10.295.019.416.706	0.0419465509375339	0.0787237024047911	0.532832547964373	0.594149500936066	0.839494817242998	helicase-like transcription factor					
ENSRNOG00000000091	Smad9	624.145.039.748.209	0.969934115301086	-0.044041342182032	0.129286799821086	-0.340648405274002	0.733368284419498	0.903435337362958	SMAD family member 9					
ENSRNOG00000000095	Gpr89b	294.530.829.018.237	0.990869314817528	-0.0132333011458966	0.055618578924675	-0.237929508479867	0.811935768157518	0.938562618378402	G protein-coupled receptor 89B					
ENSRNOG00000000096	Pdzk1	218.950.533.822.161	13.444.124.322.779	0.426975788953685	0.964080239142059	0.442884079165084	0.657849583685933	NA	PDZ domain containing 1					
ENSRNOG00000000097	NA	118.869.723.942.023	119.239.953.951.046	0.253867723291345	149.912.872.348.917	0.169343512210531	0.865526452386859	NA	NA					
ENSRNOG00000000098	Rnf115	350.886.159.720.961	0.959804763171413	-0.0591871222304998	0.0782965136592582	-0.755935602549031	0.449687806775586	0.751243159554508	ring finger protein 115					
ENSRNOG00000000104	Thoc3	8.682.218.749.023	0.99456769613214	-0.00785852216898943	0.0695871716321998	-0.112930616156169	0.91008556340589	0.971708689994454	THO complex subunit 3					
ENSRNOG00000000105	Cplx2	194.296.428.346.532	0.709323035992335	-0.495485293534251	0.224194057497689	-221.007.326.895.521	0.0271000777014312	0.235952171855168	complexin 2					
ENSRNOG00000000108	Aga	876.629.549.367.877	0.877725805894169	-0.188157770454716	0.104722661174953	-179.672.449.442.794	0.072379368356937	0.354759963571585	aspartylglucosaminidase					
ENSRNOG00000000109	Fgf20	203.596.131.832.488	0.78237849914123	-0.354061371336151	0.370207925454578	-0.956385174362217	0.338877672146044	NA	fibroblast growth factor 20					
ENSRNOG00000000111	Coprs	475.740.872.517.505	100.318.294.954.003	0.00458473289465044	0.0951064861992058	0.0482063114501724	0.961551820227636	0.988796963432103	coordinator of PRMT5 and differentiation stimulator					
ENSRNOG00000000112	Champ1	164.285.394.644.871	0.987441611403024	-0.0182326524619233	0.0588156258795722	-0.309996743029745	0.756563433129067	0.914988844521339	chromosome alignment maintaining phosphoprotein 1					
ENSRNOG00000000113	Elac1	734.993.996.255.832	112.269.451.321.926	0.1669654217554	0.118067335155811	141.415.423.271.018	0.157316622539557	0.492172755719207	elaC ribonuclease Z 1					
ENSRNOG00000000121	Pigv	354.449.318.209.406	0.929116007447802	-0.106069355199888	0.119004863257171	-0.891302693829163	0.372766803898321	0.69463976781961	phosphatidylinositol glycan anchor biosynthesis	 class V				
ENSRNOG00000000122	Ak2	355.109.233.413.846	0.951043359715894	-0.0724169773335106	0.0939385124321501	-0.770897637811925	0.440767607396952	0.745399614903019	adenylate kinase 2					
ENSRNOG00000000123	Rnf19b	182.565.879.882.006	0.970888318529713	-0.0426227431872316	0.0908112440317741	-0.469355349567926	0.638815658233963	0.861064632420298	ring finger protein 19B					
ENSRNOG00000000127	Kpna6	220.586.639.272.726	103.448.125.965.543	0.0489075100146819	0.0693067179742312	0.705667667496045	0.480394832379954	0.771007041274446	karyopherin subunit alpha 6					
ENSRNOG00000000129	Phf24	155.869.957.589.161	112.577.879.439.363	0.170923378410503	0.0887946410120265	192.492.898.740.762	0.0542382428635106	0.313009132711342	PHD finger protein 24					
ENSRNOG00000000130	Dnajb5	55.217.152.832.956	104.582.645.259.591	0.0646434665445716	0.165127353203622	0.391476428892179	0.695445108313798	0.885390945702751	DnaJ heat shock protein family (Hsp40) member B5					
ENSRNOG00000000133	Txndc15	300.840.267.282.833	0.946871513596998	-0.0787594234414276	0.0714194388536702	-110.277.292.436.862	0.270125788942792	0.614198252672387	thioredoxin domain containing 15					
ENSRNOG00000000137	Ly86	129.206.420.847.276	0.859195618126335	-0.218941459249705	0.208465079424939	-1.050.254.842.939	0.293600960747114	0.632885562445392	lymphocyte antigen 86					
ENSRNOG00000000138	Glis1	148.369.961.373.695	129.814.021.508.801	0.376446220538098	0.216107264058355	174.194.154.082.876	0.0815186740725665	0.374329680170052	GLIS family zinc finger 1					
ENSRNOG00000000142	Plxdc2	258.626.048.921.355	10.224.032.720.581	0.0319643585478139	0.0860792496632137	0.371336398410476	0.71038699087298	0.892913857170027	plexin domain containing 2					
ENSRNOG00000000145	Pik3r3	204.591.537.743.231	0.916132250247329	-0.126372218176633	0.108486245859997	-11.648.685.708.944	0.244072197195125	0.59084689862759	phosphoinositide-3-kinase regulatory subunit 3					
ENSRNOG00000000150	Dnajc1	139.686.409.037.969	107.666.079.606.476	0.106563797778838	0.137559699231271	0.774673093750217	0.438532853852372	0.743713043832319	DnaJ heat shock protein family (Hsp40) member C1					
ENSRNOG00000000151	Ldlrap1	441.773.072.072.476	0.514178771209119	-0.959658047733215	0.365619403512447	-262.474.594.759.998	0.00867136409996744	0.138591672108571	low density lipoprotein receptor adaptor protein 1					
ENSRNOG00000000155	Cog3	169.450.111.734.152	112.372.187.134.192	0.16828500309596	0.0662347398089827	254.073.622.967.773	0.0110619337770984	0.157990945860917	component of oligomeric golgi complex 3					
ENSRNOG00000000156	Megf6	126.571.569.661.655	0.92589596026705	-0.111078002956324	0.340735281882643	-0.325995013908132	0.744428127575825	0.909097377659786	multiple EGF-like-domains 6					
ENSRNOG00000000157	Atg12	42.744.515.862.844	102.796.669.621.203	0.0397935252438012	0.0759602497145397	0.523873017707896	0.600366862952372	0.842693425188924	autophagy related 12					
ENSRNOG00000000158	Cdo1	272.197.069.976.744	0.994053897829832	-0.00860401772380162	0.127004737488256	-0.06774564393393	0.945988114141939	0.984210622959825	cysteine dioxygenase type 1					
ENSRNOG00000000161	Chm	261.056.889.943.143	104.731.365.745.544	0.0666935762590433	0.122549687243153	0.544216617433835	0.586292417970726	0.834956959202342	CHM Rab escort protein					
ENSRNOG00000000164	Lamp2	710.295.367.929.474	0.857463491705529	-0.221852848041146	0.0977571040581816	-226.942.942.079.285	0.0232422247475989	0.218048868269355	lysosomal-associated membrane protein 2					
ENSRNOG00000000165	Pfkfb1	316.535.179.948.529	11.038.479.574.808	0.142541470943695	0.399260807142649	0.35701343180616	0.721081750360743	0.898341090714312	6-phosphofructo-2-kinase/fructose-2	6-biphosphatase 1				
ENSRNOG00000000166	Apex2	300.005.946.409.969	112.787.543.439.795	0.173607741407077	0.111387248079719	155.859.619.839.811	0.11909198338837	0.44135892527984	apurinic/apyrimidinic endodeoxyribonuclease 2					
ENSRNOG00000000167	Alas2	993.662.263.213.859	0.456774821796438	-11.304.449.657.946	0.628979975411697	-179.726.701.959.736	0.0722932393477605	0.354457688807346	5'-aminolevulinate synthase 2					
ENSRNOG00000000168	Gatm	618.363.152.738.141	0.704983347966241	-0.504338914099689	0.165449475362602	-304.829.563.825.676	0.00230143389352856	0.0777747728595646	glycine amidinotransferase					
ENSRNOG00000000169	Afg2b	216.132.017.214.699	11.072.213.166.007	0.146943623609389	0.11081591253872	132.601.555.356.994	0.184834545558732	0.52755134111043	AFG2 AAA ATPase homolog B					
ENSRNOG00000000170	Slc30a4	506.954.385.170.512	0.974759489099776	-0.0368818008319766	0.115025764978291	-0.320639474459807	0.748483619499819	0.91081131285212	solute carrier family 30 member 4					
ENSRNOG00000000172	Sqor	222.631.200.797.977	0.875993011271708	-0.191008734928344	0.134561221721947	-141.949.316.812.118	0.155755287239613	0.489841295228238	sulfide quinone oxidoreductase					
ENSRNOG00000000175	Mier2	754.008.223.476.316	125.475.506.441.852	0.327405769087446	0.119569299289971	273.820.931.486.305	0.00617747444577948	0.118633215364462	MIER family member 2					
ENSRNOG00000000177	Plpp2	651.365.259.570.884	0.494440154637042	-101.613.218.226.135	0.434156267053667	-234.047.567.516.915	0.0192591929477225	0.201730351189307	phospholipid phosphatase 2					
ENSRNOG00000000184	Tmprss6	0.948071256339066	126.029.546.527.601	0.333762000643718	136.955.919.210.255	0.24370031070459	0.807462932715953	NA	transmembrane serine protease 6					
ENSRNOG00000000185	Mpst	355.051.996.628.825	0.88277231974152	-0.179886701787418	0.150307461380073	-119.679.156.400.992	0.231387807191847	0.579273628853907	mercaptopyruvate sulfurtransferase					
ENSRNOG00000000186	Tst	143.735.582.981.224	0.836867017580154	-0.256929705469024	0.155183112579254	-165.565.505.935.967	0.0977916931689414	0.405274839728548	thiosulfate sulfurtransferase					
ENSRNOG00000000187	Csf2rb	618.014.074.265.318	0.973156591352233	-0.0392561260676385	0.275117657630026	-0.142688500642985	0.886536198940509	0.964944471252465	colony stimulating factor 2 receptor subunit beta					
ENSRNOG00000000195	Vwa5a	561.224.407.138.173	0.824629762579995	-0.278181562897757	0.148007608751807	-187.950.852.826.922	0.0601750901462179	0.32655835936207	von Willebrand factor A domain containing 5A					
ENSRNOG00000000196	Cyp19a1	729.126.917.200.734	101.353.958.188.196	0.0194024316461937	0.209449603716431	0.0926353227789447	0.926193280870125	0.976931817148061	cytochrome P450	 family 19	 subfamily a	 polypeptide 1		
ENSRNOG00000000201	Gsta5	172.430.677.009.361	102.594.762.731.352	0.036957085970732	100.775.409.619.496	0.0366727221554081	0.970745958574075	NA	glutathione S-transferase alpha 5					
ENSRNOG00000000204	Syncrip	53.452.260.489.548	0.969242925200169	-0.0450697955437486	0.0957728516865276	-0.470590514431645	0.637933182710946	0.8605833039966	synaptotagmin binding	 cytoplasmic RNA interacting protein				
ENSRNOG00000000219	Ano10	157.153.693.644.286	0.991464319077086	-0.01236724136093	0.0910332621104457	-0.135854094143363	0.89193662648653	0.966535152728877	anoctamin 10					
ENSRNOG00000000221	Abhd5	10.182.989.925.302	0.825365468592718	-0.276895014347319	0.0622506752524067	-444.806.443.021.858	8,66E+07	0.00639805448725062	abhydrolase domain containing 5	 lysophosphatidic acid acyltransferase				
ENSRNOG00000000230	Lmf1	102.843.556.367.953	101.012.752.237.661	0.0145374358354284	0.106158498667766	0.136940857471288	0.891077543438531	0.966468357924517	lipase maturation factor 1					
ENSRNOG00000000231	Kctd17	309.908.360.870.366	106.210.568.991.235	0.0869273355635568	0.0934535831288994	0.930165892555013	0.352285198405655	0.68189106201144	potassium channel tetramerization domain containing 17					
ENSRNOG00000000233	Grm6	110.368.086.003.808	117.659.795.014.492	0.234621427919747	0.198312971467226	11.830.866.442.265	0.236774810422755	0.585199661826284	glutamate metabotropic receptor 6					
ENSRNOG00000000236	Zfp207	300.275.953.247.187	100.775.986.794.887	0.0111519100768143	0.0801584310895716	0.139123357645969	0.889352670981018	0.965874411313992	zinc finger protein 207					
ENSRNOG00000000237	RGD1310429	19.258.741.036.247	106.599.834.952.826	0.0922052043923569	0.0783432881442168	11.769.381.471.789	0.239220194770312	0.587332308623105	similar to Protein Njmu-R1					
ENSRNOG00000000239	Ccl7	359.718.219.138.329	0.65554741653677	-0.609227958790611	0.720766150784452	-0.84525051312073	0.397970984683444	NA	C-C motif chemokine ligand 7					
ENSRNOG00000000244	Coil	895.947.551.125.097	101.778.029.357.208	0.0254261630016635	0.0705336704753146	0.360482629506175	0.718486244348928	0.896999311568599	coilin					
ENSRNOG00000000245	Slc16a6	192.439.691.149.373	0.816381443290468	-0.292684705237309	0.18668837045033	-156.777.149.284.283	0.116934470044566	0.437297607905329	solute carrier family 16	 member 6				
ENSRNOG00000000246	Amz2	446.297.612.046.735	103.819.319.172.634	0.0540749319534758	0.0565390451309828	0.956417495700566	0.338861348992992	0.67200362977998	archaelysin family metallopeptidase 2					
ENSRNOG00000000247	Mfsd11	155.446.318.710.564	11.752.438.956.129	0.232960186984002	0.0929493875411864	250.631.223.235.093	0.0121997835508397	0.165931223404697	major facilitator superfamily domain containing 11					
ENSRNOG00000000248	Srsf2	51.245.588.072.387	107.212.782.695.939	0.100476924756774	0.0819451452537743	122.614.859.544.894	0.220142761463628	0.568766322829751	serine and arginine rich splicing factor 2					
ENSRNOG00000000249	Mettl23	274.218.479.027.539	0.918094940881663	-0.12328474336507	0.116234856879131	-106.065.208.557.248	0.288848042521259	0.629346103858654	methyltransferase 23	 arginine				
ENSRNOG00000000250	Jmjd6	540.415.444.744.086	105.320.387.719.471	0.0747847375479693	0.135861126919778	0.550449854520401	0.582010862067781	0.833259928459504	jumonji domain containing 6	 arginine demethylase and lysine hydroxylase				
ENSRNOG00000000251	St6galnac1	268.451.648.425.192	133.253.724.447.145	0.414175856934423	0.878487493721014	0.471464716225038	0.63730891059955	NA	ST6 N-acetylgalactosaminide alpha-2	6-sialyltransferase 1				
ENSRNOG00000000257	Smpd3	340.855.138.638.076	106.712.339.386.813	0.0937270078669439	0.0725826364980776	129.131.445.741.057	0.196594659427048	0.542311082404361	sphingomyelin phosphodiesterase 3					
ENSRNOG00000000258	Prmt7	184.371.262.011.128	100.742.178.202.066	0.0106678297492519	0.0616571014395416	0.173018671007626	0.862636751608608	0.956628335793041	protein arginine methyltransferase 7					
ENSRNOG00000000262	Zfp821	18.340.388.210.215	102.513.401.148.286	0.0358125195493317	0.103710706415502	0.345311692371026	0.729860057439317	0.902274680082357	zinc finger protein 821					
ENSRNOG00000000264	Def8	135.009.481.092.602	109.039.701.499.161	0.124853517821891	0.103627492799591	120.483.005.473.605	0.228268914968282	0.576055252264456	differentially expressed in FDCP 8 homolog					
ENSRNOG00000000274	Phyhipl	53.818.664.855.275	0.876175552562172	-0.190708134380088	0.0670865668609835	-284.271.715.342.466	0.00447307475914231	0.101628258527713	phytanoyl-CoA 2-hydroxylase interacting protein-like					
ENSRNOG00000000275	Fam13c	367.506.581.509.213	103.937.365.919.895	0.0557144024246016	0.0622854759712573	0.894500709126989	0.3710540505263	0.693197497555016	family with sequence similarity 13	 member C				
ENSRNOG00000000277	Tet1	482.492.928.638.989	0.909985715255762	-0.136084196489682	0.108611089388554	-125.294.937.428.391	0.210224131458965	0.55682933130838	tet methylcytosine dioxygenase 1					
ENSRNOG00000000279	Rtn4ip1	779.933.748.101.974	114.955.657.556.658	0.201077470215125	0.131393953462349	153.034.036.130.699	0.125932502732405	0.450744352969499	reticulon 4 interacting protein 1					
ENSRNOG00000000281	Prodh	249.195.370.639.429	104.830.783.395.725	0.0680624242331597	0.163794605082644	0.415535201533763	0.677750151344838	0.877214218673143	proline dehydrogenase					
ENSRNOG00000000283	Ess2	661.195.979.569.456	100.372.705.177.015	0.00536700375667526	0.0753919937998193	0.0711879801312288	0.943248147611878	0.983332531690824	ess-2 splicing factor homolog					
ENSRNOG00000000288	Scarf2	13.309.924.796.977	128.957.480.628.012	0.366895464107416	0.189115960251464	194.005.552.793.937	0.0523729419151397	0.308335389671179	scavenger receptor class F	 member 2				
ENSRNOG00000000299	Foxo3	182.790.927.920.079	102.499.194.098.754	0.0356125665668064	0.101064236027362	0.352375558027913	0.72455662983682	0.899528757451686	forkhead box O3					
ENSRNOG00000000302	Sesn1	206.109.299.271.347	109.358.120.434.472	0.129060352307083	0.0800441719368677	161.236.413.825.201	0.106882723848266	0.419940643541501	sestrin 1					
ENSRNOG00000000303	Cep57l1	579.968.324.925.808	109.453.583.932.763	0.13031919469585	0.102462327556373	127.187.423.713.511	0.203417806810431	0.55079076874681	centrosomal protein 57-like 1					
ENSRNOG00000000304	Cd164	429.021.993.778.416	0.818030083611809	-0.289774194654935	0.100106719685586	-289.465.278.220.137	0.00379578140735527	0.0957994512171348	CD164 molecule					
ENSRNOG00000000306	Smpd2	229.368.678.840.696	101.257.774.718.738	0.0180326844668462	0.143003733143191	0.126099396641555	0.899653245069882	0.968325061867044	sphingomyelin phosphodiesterase 2					
ENSRNOG00000000307	Mical1	333.254.927.905.493	12.036.341.870.678	0.267396989527931	0.23237910120525	115.069.293.297.486	0.249858584918087	0.595435143145119	microtubule associated monooxygenase	 calponin and LIM domain containing 1				
ENSRNOG00000000308	Zbtb24	558.744.438.580.173	102.908.927.167.771	0.0413681389085901	0.0856469272168075	0.483007858575829	0.629090156339199	0.85681116193095	zinc finger and BTB domain containing 24					
ENSRNOG00000000312	Fig4	277.355.839.361.593	0.995455920116071	-0.00657066165170834	0.0698565105106756	-0.0940594026766368	0.925061969326369	0.976575535278562	FIG4 phosphoinositide 5-phosphatase					
ENSRNOG00000000314	Sec63	556.843.655.184.943	0.91366876882414	-0.130256853219264	0.0898787379695283	-144.925.102.601.491	0.147267492386927	0.480207220827476	SEC63 homolog	 protein translocation regulator				
ENSRNOG00000000316	Sobp	611.213.326.423.482	0.961067242111552	-0.0572907206343343	0.13371467285108	-0.428455003574214	0.668319886572895	0.873815678168084	sine oculis binding protein homolog					
ENSRNOG00000000321	Cd24	366.977.725.512.312	0.942154338576895	-0.0859646812693158	0.134039818769955	-0.641336895694049	0.521303822683694	0.799636069325534	CD24 molecule					
ENSRNOG00000000322	Atg5	983.473.318.437.564	0.965962460707381	-0.0499609708404204	0.0821128663100399	-0.608442660517767	0.542893924712223	0.811556849404055	autophagy related 5					
ENSRNOG00000000323	Prdm1	31.070.193.733.936	0.856103814506798	-0.224142340792772	0.417520592267057	-0.536841403619692	0.591377169328295	0.837822144727577	PR/SET domain 1					
ENSRNOG00000000327	Hace1	48.764.187.480.787	114.353.400.244.171	0.193499264240802	0.0682560340833306	2.834.903.416.811	0.00458395417366019	0.102462858968963	HECT domain and ankyrin repeat containing	 E3 ubiquitin protein ligase 1				
ENSRNOG00000000340	Rtraf	253.066.171.490.191	0.909323286556191	-0.137134796075675	0.10261188763884	-133.644.160.760.734	0.181404974330284	0.524571893657653	RNA transcription	 translation and transport factor				
ENSRNOG00000000341	Nid2	129.375.479.501.801	0.749236999044642	-0.416505949951054	0.243704323787009	-170.906.261.932.007	0.0874393508317702	0.386790562682576	nidogen 2					
ENSRNOG00000000368	Grik2	101.991.673.972.501	125.625.783.456.451	0.329132593586786	0.102456979008895	32.123.979.915.337	0.0013163188475597	0.0581394515589041	glutamate ionotropic receptor kainate type subunit 2					
ENSRNOG00000000373	Ctnna3	737.191.400.117.041	0.651281022440817	-0.61864790602892	0.369687246623899	-167.343.588.852.093	0.094241517739983	0.400045626324826	catenin alpha 3					
ENSRNOG00000000383	Mypn	66.013.700.338.818	101.411.031.138.819	0.0202145922196765	0.239751342935207	0.0843148237344368	0.932806126734035	0.978972365046451	myopalladin					
ENSRNOG00000000386	Pbld1	379.745.410.076.944	0.755395580293875	-0.40469575207666	0.302322148687394	-133.862.422.529.658	0.180693035594132	0.523743817400223	phenazine biosynthesis-like protein domain containing 1					
ENSRNOG00000000387	Dna2	197.042.205.501.435	101.092.437.247.828	0.0156750728773165	0.0744365892062961	0.210582900754279	0.833212756334857	0.94605326683208	DNA replication helicase/nuclease 2					
ENSRNOG00000000392	Supv3l1	147.340.288.107.871	104.347.631.785.348	0.0613978582811236	0.0761221459557582	0.806570249829895	0.419914119557387	0.729907217234403	Suv3 like RNA helicase					
ENSRNOG00000000394	Srgn	449.842.458.749.003	0.719340364705903	-0.475253533842271	0.180993932560184	-262.579.815.311.897	0.00864460630090893	0.138591672108571	serglycin					
ENSRNOG00000000395	Kifbp	519.726.926.509.945	103.694.918.601.139	0.0523451989866826	0.0556265601035383	0.941010892804658	0.346699277078975	0.677883612326532	kinesin family binding protein					
ENSRNOG00000000396	Ddx50	257.645.332.351.226	103.999.893.113.804	0.0565820456330564	0.0992700630915674	0.569980957711941	0.56869061356846	0.824506477633911	DExD-box helicase 50					
ENSRNOG00000000397	Ccar1	449.608.630.663.915	0.95241028960531	-0.0703448876743652	0.0780264039601844	-0.901552347718871	0.367294714181941	0.691510497072781	cell division cycle and apoptosis regulator 1					
ENSRNOG00000000398	Zup1	104.095.994.647.533	103.407.739.027.052	0.0483441608766624	0.105866145603421	0.456653641266602	0.647920016972922	0.863956271466746	zinc finger containing ubiquitin peptidase 1					
ENSRNOG00000000406	Ros1	657.625.890.120.136	10.630.649.963.094	0.0882298066400584	0.276750772362907	0.318805999660812	0.749873628428996	0.911629916108207	ROS proto-oncogene 1 	 receptor tyrosine kinase				
ENSRNOG00000000407	Dcbld1	199.477.760.115.199	0.945153083596617	-0.0813800776602419	0.157261928758918	-0.517481111305693	0.604820351218636	0.844872015398867	discoidin	 CUB and LCCL domain containing 1				
ENSRNOG00000000408	Gopc	408.543.641.743.575	101.893.232.340.245	0.0270582321376157	0.0656213743826471	0.412338698970788	0.68009118755968	0.878385211159139	golgi associated PDZ and coiled-coil motif containing					
ENSRNOG00000000410	Nepn	166.426.853.948.494	0.597985764069325	-0.741816955532635	125.079.839.217.678	-0.593074759427571	0.553131121530819	NA	nephrocan					
ENSRNOG00000000411	Nus1	437.625.531.136.848	0.960953181205923	-0.0574619520126356	0.0640867039377004	-0.896628293889091	0.369917295035828	0.693002488023482	NUS1 dehydrodolichyl diphosphate synthase subunit					
ENSRNOG00000000412	Slc35f1	671.937.189.145.893	107.519.617.113.985	0.104599905685242	0.187715473589994	0.557225803951076	0.57737316164491	0.830409705022597	solute carrier family 35	 member F1				
ENSRNOG00000000414	Cep85l	854.620.362.741.573	118.016.119.961.868	0.238983932474224	0.10553061497035	226.459.338.402.765	0.023537643292118	0.219227834689523	centrosomal protein 85-like					
ENSRNOG00000000415	Asf1a	975.003.254.064.887	0.930447464378086	-0.10400340083174	0.109055525167541	-0.953673834241412	0.340248768894053	0.673300957613202	anti-silencing function 1A histone chaperone					
ENSRNOG00000000417	Numa1	434.275.317.841.558	101.265.441.722.333	0.0181419178502077	0.071779470863365	0.252745215755931	0.80046510482254	0.933028002499402	nuclear mitotic apparatus protein 1					
ENSRNOG00000000420	Nelfe	101.924.721.871.874	0.924210741074334	-0.113706238444344	0.0983312734906817	-115.635.885.113.518	0.247534405460956	0.593535979842084	negative elongation factor complex member E					
ENSRNOG00000000421	Skic2	13.747.067.340.851	106.348.597.013.183	0.0888010009010797	0.120243467116777	0.738509983372642	0.460204602774217	0.758685150007773	SKI2 subunit of superkiller complex					
ENSRNOG00000000422	Dxo	195.325.417.883.275	0.957971835650141	-0.0619448535033225	0.115061285166584	-0.538363998052338	0.590325776287798	0.837548102525257	decapping exoribonuclease					
ENSRNOG00000000431	Atf6b	205.042.899.598.175	107.808.402.246.335	0.108469621566648	0.0651522893775452	166.486.277.923.538	0.0959401355116777	0.40260764279753	activating transcription factor 6 beta					
ENSRNOG00000000432	Fkbpl	426.817.897.261.886	0.941078598008356	-0.0876128743548995	0.0855296976513176	-102.435.617.990.928	0.305667071462436	0.642914816451313	FKBP prolyl isomerase like					
